"id","name","birthdate","deathdate"
532,"Antonia Thomas","1986-11-03T00:00:00.000",null
533,"Antonio Arrué",null,null
534,"Antonio Banderas","1960-08-10T00:00:00.000",null
535,"Antonio de la Torre","1968-01-18T00:00:00.000",null
536,"Antonio Sabato Jr.","1972-02-29T00:00:00.000",null
537,"Antonio Simoncini",null,null
538,"Antony Hoffman",null,null
539,"Antony Starr","1975-10-25T00:00:00.000",null
540,"Anupam Kher","1955-03-07T00:00:00.000",null
541,"Anurag Basu",null,null
542,"Anushka Shetty","1981-11-07T00:00:00.000",null
543,"Anwar Congo",null,null
544,"April Winchell","1960-01-04T00:00:00.000",null
545,"Ara Celi","1967-06-19T00:00:00.000",null
546,"Aramis Knight","1999-10-03T00:00:00.000",null
547,"Arben Bajraktaraj",null,null
548,"Arcelia Ramírez","1967-12-07T00:00:00.000",null
549,"Archie Kao","1969-12-14T00:00:00.000",null
550,"Archie Panjabi","1972-05-31T00:00:00.000",null
551,"Aretha Franklin","1942-03-25T00:00:00.000",null
552,"Ari Folman","1962-12-17T00:00:00.000",null
553,"Ari Gold",null,null
554,"Ari Graynor","1983-04-27T00:00:00.000",null
555,"Ari Kirschenbaum",null,null
556,"Ari Sandel",null,null
557,"Aria Noelle Curzon","1987-12-08T00:00:00.000",null
558,"Ariana Neal",null,null
559,"Ariana Richards","1979-09-11T00:00:00.000",null
560,"Ariane Labed",null,null
561,"Ariane Schluter","1966-02-01T00:00:00.000",null
562,"Arie Posin",null,null
563,"Ariel Gade","1997-05-01T00:00:00.000",null
564,"Ariel Hsing",null,null
565,"Ariel Vromen","1973-02-14T00:00:00.000",null
566,"Aries Spears","1975-04-03T00:00:00.000",null
567,"Arik Ascherman",null,null
568,"Arjun Rampal","1972-11-26T00:00:00.000",null
569,"Arjun Sablok",null,null
570,"Arliss Howard","1954-10-18T00:00:00.000",null
571,"Arly Jover","1971-02-02T00:00:00.000",null
572,"Armando Riesco","1977-12-05T00:00:00.000",null
573,"Armin Mueller-Stahl","1930-12-17T00:00:00.000",null
574,"Armin Rohde","1955-04-04T00:00:00.000",null
575,"Armin Shimerman","1949-11-05T00:00:00.000",null
576,"Art Carney","1918-11-04T00:00:00.000","2003-11-09T00:00:00.000"
577,"Art Hindle","1948-07-21T00:00:00.000",null
578,"Art Malik","1952-11-13T00:00:00.000",null
579,"Arthur Agee","1972-11-22T00:00:00.000",null
580,"Arthur Hiller","1923-11-22T00:00:00.000","2016-08-17T00:00:00.000"
581,"Arthur O'Connell","1908-03-29T00:00:00.000","1981-05-18T00:00:00.000"
582,"Arturo Castro","1955-12-19T00:00:00.000",null
583,"Artyom Bogucharskiy","1989-08-14T00:00:00.000",null
584,"Aryana Engineer","2001-03-06T00:00:00.000",null
585,"Asger Leth",null,null
586,"Asghar Farhadi",null,null
587,"Ash Baron-Cohen",null,null
588,"Ash Brannon",null,null
589,"Ash Cook",null,null
590,"Ashanti","1980-10-13T00:00:00.000",null
591,"Ashish R. Mohan",null,null
592,"Ashleigh Gryzko",null,null
593,"Ashley Ashida Dixon",null,null
594,"Ashley Bell","1986-05-26T00:00:00.000",null
595,"Ashley Gerasimovich",null,null
596,"Ashley Hinshaw","1988-12-11T00:00:00.000",null
597,"Ashley Laurence","1966-05-28T00:00:00.000",null
598,"Ashley Martin",null,null
599,"Ashley Palmer","1978-11-13T00:00:00.000",null
600,"Ashley Rickards","1992-05-04T00:00:00.000",null
601,"Ashley Scott","1977-07-13T00:00:00.000",null
602,"Ashley Tramonte",null,null
603,"Ashley Walters","1982-06-30T00:00:00.000",null
604,"Ashley Williams","1978-11-12T00:00:00.000",null
605,"Ashraf Barhom",null,null
606,"Asin","1985-10-26T00:00:00.000",null
607,"Athina Rachel Tsangari","1966-04-02T00:00:00.000",null
608,"Ato Essandoh","1972-07-29T00:00:00.000",null
609,"Atom Egoyan","1960-07-19T00:00:00.000",null
610,"Atsuko Maeda","1991-07-10T00:00:00.000",null
611,"Atticus Shaffer","1998-06-19T00:00:00.000",null
612,"Aubrey Poo",null,null
613,"Audrey Fleurot","1977-07-06T00:00:00.000",null
614,"Audrey Wells","1960-04-29T00:00:00.000",null
615,"August Diehl","1976-01-04T00:00:00.000",null
616,"Augustus Prew","1987-09-17T00:00:00.000",null
617,"Aunjanue Ellis","1969-02-21T00:00:00.000",null
618,"Austin Lyon",null,null
619,"Austin Nichols","1980-04-24T00:00:00.000",null
620,"Austin O'Brien","1981-05-11T00:00:00.000",null
621,"Austin Pendleton","1940-03-27T00:00:00.000",null
622,"Ava Acres",null,null
623,"Ava DuVernay","1972-08-24T00:00:00.000",null
624,"Ava Gardner","1922-12-24T00:00:00.000","1990-01-25T00:00:00.000"
625,"Avery Schreiber","1935-04-09T00:00:00.000","2002-01-07T00:00:00.000"
626,"Avi Nesher",null,null
627,"Ayan Mukerji",null,null
628,"Ayelet Zurer","1969-06-28T00:00:00.000",null
629,"Ayesha Omar","1981-10-12T00:00:00.000",null
630,"Ayla Kell","1990-10-07T00:00:00.000",null
631,"Ayush Mahesh Khedekar",null,null
632,"Aziz Muradillayev",null,null
633,"Azura Skye","1981-11-08T00:00:00.000",null
634,"B.J. Novak","1979-07-31T00:00:00.000",null
635,"Babak Najafi","1975-09-14T00:00:00.000",null
636,"Babar Ahmed",null,null
637,"Bahare Seddiqi",null,null
638,"Bai Ling",null,null
639,"Bailee Madison","1999-10-15T00:00:00.000",null
640,"Balinese Tari Legong Dancers",null,null
641,"Bálint Péntek",null,null
642,"Baltasar Kormákur","1966-02-27T00:00:00.000",null
643,"Balthazar Getty","1975-01-22T00:00:00.000",null
644,"Bam Margera","1979-09-28T00:00:00.000",null
645,"Barack Obama","1961-08-04T00:00:00.000",null
646,"Barbara Bach","1947-08-27T00:00:00.000",null
647,"Barbara Billingsley","1915-12-22T00:00:00.000","2010-10-16T00:00:00.000"
648,"Barbara Carrera","1945-12-31T00:00:00.000",null
649,"Bárbara Goenaga","1983-07-20T00:00:00.000",null
650,"Barbara Hershey","1948-02-05T00:00:00.000",null
651,"Barbara Kowalcyk",null,null
652,"Bárbara Mori","1978-02-02T00:00:00.000",null
653,"Barbet Schroeder","1941-08-26T00:00:00.000",null
654,"Barbie Castro",null,null
655,"Barbra Streisand","1942-04-24T00:00:00.000",null
656,"Bari Hyman",null,null
657,"Barnard Hughes","1915-07-16T00:00:00.000","2006-07-11T00:00:00.000"
658,"Barney Clark","1973-12-13T00:00:00.000",null
659,"Barney Frank","1940-03-31T00:00:00.000",null
660,"Barret Oliver","1973-08-24T00:00:00.000",null
661,"Barrett Esposito",null,null
662,"Barry Bostwick","1945-02-24T00:00:00.000",null
663,"Barry Cook",null,null
664,"Barry Corbin","1940-10-16T00:00:00.000",null
665,"Barry Dennen","1938-02-22T00:00:00.000",null
666,"Barry Fitzgerald","1888-03-10T00:00:00.000","1961-01-14T00:00:00.000"
667,"Barry Levinson","1942-04-06T00:00:00.000",null
668,"Barry Lynch","1959-08-28T00:00:00.000",null
669,"Barry Shabaka Henley","1954-09-15T00:00:00.000",null
670,"Barry Skolnick","1966-10-08T00:00:00.000",null
671,"Barry Sonnenfeld","1953-04-01T00:00:00.000",null
672,"Barry W. Blaustein",null,null
673,"Barry Watson","1974-04-23T00:00:00.000",null
674,"Bart Freundlich","1970-01-17T00:00:00.000",null
675,"Bart Shatto","1965-02-23T00:00:00.000",null
676,"Bart the Bear",null,null
677,"Bashar Rahal","1974-10-20T00:00:00.000",null
678,"Basher Savage",null,null
679,"Basil Rathbone","1892-06-13T00:00:00.000","1967-07-21T00:00:00.000"
680,"Baz Luhrmann","1962-09-17T00:00:00.000",null
681,"Béatrice Bonifassi",null,null
682,"Béatrice Dalle","1964-12-19T00:00:00.000",null
683,"Beatrice Ntuba",null,null
684,"Beatrice Straight","1914-08-02T00:00:00.000","2001-04-07T00:00:00.000"
685,"Beau Bridges","1941-12-09T00:00:00.000",null
686,"Beau Garrett","1982-12-28T00:00:00.000",null
687,"Beau Knapp",null,null
688,"Beau Mirchoff","1989-01-13T00:00:00.000",null
689,"Bebe Neuwirth","1958-12-31T00:00:00.000",null
690,"Becky Smith",null,null
691,"Beeban Kidron","1961-05-02T00:00:00.000",null
692,"Behrouz Vossoughi",null,null
693,"Belén Rueda","1965-03-16T00:00:00.000",null
694,"Bella Heathcote","1987-05-27T00:00:00.000",null
695,"Bella Thorne","1997-10-08T00:00:00.000",null
696,"Ben Affleck","1972-08-15T00:00:00.000",null
697,"Ben Browder","1962-12-11T00:00:00.000",null
698,"Ben Chaplin","1970-07-31T00:00:00.000",null
699,"Ben Crompton",null,null
700,"Ben Cross","1947-12-16T00:00:00.000",null
701,"Ben Daniels","1964-06-10T00:00:00.000",null
702,"Ben Davies",null,null
703,"Ben Diskin","1982-08-25T00:00:00.000",null
704,"Ben Falcone",null,null
705,"Ben Feldman","1980-05-27T00:00:00.000",null
706,"Ben Gazzara","1930-08-28T00:00:00.000","2012-02-03T00:00:00.000"
707,"Ben Johnson","1918-06-13T00:00:00.000","1996-04-08T00:00:00.000"
708,"Ben Lewin",null,null
709,"Ben Mendelsohn","1969-04-03T00:00:00.000",null
710,"Ben Miles",null,null
711,"Ben Miller","1966-02-24T00:00:00.000",null
712,"Ben Platt","1993-09-24T00:00:00.000",null
713,"Ben Schwartz",null,null
714,"Ben Stassen",null,null
715,"Ben Stein","1944-11-25T00:00:00.000",null
716,"Ben Stiller","1965-11-30T00:00:00.000",null
717,"Ben Vereen","1946-10-10T00:00:00.000",null
718,"Ben Wheatley",null,null
719,"Ben Youcef","1979-02-19T00:00:00.000",null
720,"Ben Younger","1972-10-07T00:00:00.000",null
721,"Benedek Fliegauf","1974-08-15T00:00:00.000",null
722,"Benedict Cumberbatch","1976-07-19T00:00:00.000",null
723,"Benedict Wong",null,null
724,"Benedikt Erlingsson","1969-05-31T00:00:00.000",null
725,"Benh Zeitlin",null,null
726,"Benjamin A. Onyango",null,null
727,"Benjamin Dickinson",null,null
728,"Benjamin Fletcher",null,null
729,"Benjamin J. Cain Jr.",null,null
730,"Benjamin Roberds",null,null
731,"Benjamin Walker","1982-06-21T00:00:00.000",null
732,"Bennett Miller","1966-12-30T00:00:00.000",null
733,"Benni Diez",null,null
734,"Benno Fürmann","1972-01-17T00:00:00.000",null
735,"Benny Boom",null,null
736,"Benoît Magimel","1974-05-11T00:00:00.000",null
737,"Benoît Poelvoorde","1964-09-22T00:00:00.000",null
738,"Benson Lee",null,null
739,"Bérénice Bejo","1976-07-07T00:00:00.000",null
740,"Bergüzar Korel","1982-09-02T00:00:00.000",null
741,"Bern Cohen",null,null
742,"Bernadette Peters","1948-02-28T00:00:00.000",null
743,"Bernard Cribbins","1928-12-29T00:00:00.000",null
744,"Bernard Fox","1927-05-11T00:00:00.000","2016-12-14T00:00:00.000"
745,"Bernard Hill","1944-12-17T00:00:00.000",null
746,"Bernardo Bertolucci","1941-03-16T00:00:00.000",null
747,"Bernardo Saracino",null,null
748,"Bernie Casey","1939-06-08T00:00:00.000",null
749,"Bernie Mac","1957-10-05T00:00:00.000","2008-08-09T00:00:00.000"
750,"Bernie Sanders","1941-09-08T00:00:00.000",null
751,"Bertrand Cantat","1964-03-05T00:00:00.000",null
752,"Bess Armstrong","1953-12-11T00:00:00.000",null
753,"Bessie Love","1898-09-10T00:00:00.000","1986-04-26T00:00:00.000"
754,"Beth Broderick","1959-02-24T00:00:00.000",null
755,"Beth Grant","1949-09-18T00:00:00.000",null
756,"Beth Riesgraf","1978-08-24T00:00:00.000",null
757,"Bethany Blakey",null,null
758,"Bethany Joy Lenz","1981-04-02T00:00:00.000",null
759,"Beto Gómez","1969-05-12T00:00:00.000",null
760,"Betsy Baker",null,null
761,"Betsy Palmer","1926-11-01T00:00:00.000","2015-05-29T00:00:00.000"
762,"Betsy Russell","1963-09-06T00:00:00.000",null
763,"Betty Hutton","1921-02-26T00:00:00.000","2007-03-11T00:00:00.000"
764,"Betty Thomas","1947-07-27T00:00:00.000",null
765,"Beverly D'Angelo","1951-11-15T00:00:00.000",null
766,"Beverly Randolph",null,null
767,"Bhama",null,null
768,"Bhavkhandan Singh Rakhra",null,null
769,"Bhole Baba",null,null
770,"Bhoomika Chawla","1978-08-21T00:00:00.000",null
771,"Bianca Brigitte VanDamme","1990-10-17T00:00:00.000",null
772,"Bianca Collins","1988-08-17T00:00:00.000",null
773,"Bianca Kajlich","1977-03-26T00:00:00.000",null
774,"Bibo Bergeron",null,null
775,"Big Budah",null,null
776,"Bigas Luna","1946-03-19T00:00:00.000","2013-04-06T00:00:00.000"
777,"Bill Allen",null,null
778,"Bill Bailey","1980-11-21T00:00:00.000",null
779,"Bill Baird",null,null
780,"Bill Benenson",null,null
781,"Bill Clinton","1946-08-19T00:00:00.000",null
782,"Bill Cobbs","1934-06-16T00:00:00.000",null
783,"Bill Condon","1955-10-22T00:00:00.000",null
784,"Bill Duke","1943-02-26T00:00:00.000",null
785,"Bill Erwin","1914-12-02T00:00:00.000","2010-12-29T00:00:00.000"
786,"Bill Fagerbakke","1957-10-04T00:00:00.000",null
787,"Bill Farmer","1952-11-14T00:00:00.000",null
788,"Bill Hickman","1921-01-25T00:00:00.000","1986-02-24T00:00:00.000"
789,"Bill Hunter","1940-02-27T00:00:00.000","2011-05-21T00:00:00.000"
790,"Bill Irwin","1950-04-11T00:00:00.000",null
791,"Bill Johnson",null,null
792,"Bill Lake","1979-03-24T00:00:00.000",null
793,"Bill Maher","1956-01-20T00:00:00.000",null
794,"Bill Martone",null,null
795,"Bill Melendez","1916-11-15T00:00:00.000","2008-09-02T00:00:00.000"
796,"Bill Muir",null,null
797,"Bill Murray","1950-09-21T00:00:00.000",null
798,"Bill Nunn","1953-10-20T00:00:00.000","2016-09-24T00:00:00.000"
799,"Bill Paterson","1945-06-03T00:00:00.000",null
800,"Bill Paxton","1955-05-17T00:00:00.000","2017-02-25T00:00:00.000"
801,"Bill Plympton","1946-04-30T00:00:00.000",null
802,"Bille August","1948-11-09T00:00:00.000",null
803,"Bille Woodruff",null,null
804,"Billie Burke","1884-08-07T00:00:00.000","1970-05-14T00:00:00.000"
805,"Billie Whitelaw","1932-06-06T00:00:00.000","2014-12-21T00:00:00.000"
806,"Billy Aaron Brown","1981-07-28T00:00:00.000",null
807,"Billy Barty","1924-10-25T00:00:00.000","2000-12-23T00:00:00.000"
808,"Billy Blair",null,null
809,"Billy Bob Thornton","1955-08-04T00:00:00.000",null
810,"Billy Boyd","1968-08-28T00:00:00.000",null
811,"Billy Brown",null,null
812,"Billy Burke","1966-11-25T00:00:00.000",null
813,"Billy Campbell","1959-07-07T00:00:00.000",null
814,"Billy Crudup","1968-07-08T00:00:00.000",null
815,"Billy Drago","1945-11-30T00:00:00.000",null
816,"Billy Gardell","1969-08-20T00:00:00.000",null
817,"Billy Gilbert","1880-03-21T00:00:00.000","1971-01-20T00:00:00.000"
818,"Billy Kent",null,null
819,"Billy Ray",null,null
820,"Billy West","1952-04-16T00:00:00.000",null
821,"Billy Wilder","1906-06-22T00:00:00.000","2002-03-27T00:00:00.000"
822,"Bin Won","1977-11-10T00:00:00.000",null
823,"Bingbing Fan","1981-09-16T00:00:00.000",null
824,"Bingbing Li","1973-02-27T00:00:00.000",null
825,"Bipasha Basu","1979-01-07T00:00:00.000",null
826,"Birgitte Hjort Sørensen","1982-01-16T00:00:00.000",null
827,"Birol Ünel","1961-08-18T00:00:00.000",null
828,"Björk",null,null
829,"Björn Hlynur Haraldsson",null,null
830,"Bjørn Sundquist","1948-06-16T00:00:00.000",null
831,"Black Thomas","1969-08-28T00:00:00.000",null
832,"Blaine Anderson",null,null
833,"Blair Brown","1946-04-23T00:00:00.000",null
834,"Blair Erickson",null,null
835,"Blair Hayes",null,null
836,"Blair Underwood","1964-08-25T00:00:00.000",null
837,"Blake Edwards","1922-07-26T00:00:00.000","2010-12-15T00:00:00.000"
838,"Blake Lindsley","1973-12-19T00:00:00.000",null
839,"Blake Ritson","1978-01-14T00:00:00.000",null
840,"Blanchard Ryan","1967-01-12T00:00:00.000",null
841,"Blaz Zavrsnik","1984-07-17T00:00:00.000",null
842,"Blythe Auffarth",null,null
843,"Blythe Danner","1943-02-03T00:00:00.000",null
844,"Bo Huang","1974-08-26T00:00:00.000",null
845,"Bo Welch","1951-11-30T00:00:00.000",null
846,"Bo Zenga",null,null
847,"Boaz Yakin",null,null
848,"Bob Balaban","1945-08-16T00:00:00.000",null
849,"Bob Clark","1939-08-05T00:00:00.000","2007-04-04T00:00:00.000"
850,"Bob Clendenin","1964-04-14T00:00:00.000",null
851,"Bob Costas","1952-03-22T00:00:00.000",null
852,"Bob Dole","1923-07-22T00:00:00.000",null
853,"Bob Dolman",null,null
854,"Bob Dylan","1941-05-24T00:00:00.000",null
855,"Bob Eubanks","1938-01-08T00:00:00.000",null
856,"Bob Fosse","1927-06-23T00:00:00.000","1987-09-23T00:00:00.000"
857,"Bob Giraldi","1939-01-17T00:00:00.000",null
858,"Bob Gosse","1963-01-09T00:00:00.000",null
859,"Bob Gunton","1945-11-15T00:00:00.000",null
860,"Bob Hoskins","1942-10-26T00:00:00.000","2014-04-29T00:00:00.000"
861,"Bob Marley","1945-02-06T00:00:00.000","1981-05-11T00:00:00.000"
862,"Bob Neill",null,null
863,"Bob Newhart","1929-09-05T00:00:00.000",null
864,"Bob Odenkirk","1962-10-22T00:00:00.000",null
865,"Bob Peck","1945-08-23T00:00:00.000","1999-04-04T00:00:00.000"
866,"Bob Proctor",null,null
867,"Bob Rafelson","1933-02-21T00:00:00.000",null
868,"Bob Ross","1908-06-26T00:00:00.000",null
869,"Bob Saget","1956-05-17T00:00:00.000",null
870,"Bob Spiers","1945-09-27T00:00:00.000","2008-12-08T00:00:00.000"
871,"Bobb'e J. Thompson","1996-02-28T00:00:00.000",null
872,"Bobbie Phillips","1968-01-29T00:00:00.000",null
873,"Bobby Batson",null,null
874,"Bobby Block","1928-12-10T00:00:00.000","1972-05-13T00:00:00.000"
875,"Bobby Brown",null,null
876,"Bobby Coleman","1997-05-05T00:00:00.000",null
877,"Bobby Deol",null,null
878,"Bobby Farrelly","1958-06-17T00:00:00.000",null
879,"Bobby Kendall",null,null
880,"Bobby Lee","1972-09-17T00:00:00.000",null
881,"Bobby Moynihan","1977-01-31T00:00:00.000",null
882,"Bobby Roth",null,null
883,"Bobcat Goldthwait","1962-05-26T00:00:00.000",null
884,"Bojana Novakovic","1981-11-17T00:00:00.000",null
885,"Bokeem Woodbine","1973-04-13T00:00:00.000",null
886,"Bolaji Badejo","1953-08-23T00:00:00.000","1992-12-22T00:00:00.000"
887,"Bolo Yeung","1946-02-27T00:00:00.000",null
888,"Boman Irani","1959-12-02T00:00:00.000",null
889,"Bonnie Henna",null,null
890,"Bonnie Hunt","1961-09-22T00:00:00.000",null
891,"Bonnie Lee Bouman",null,null
892,"Bonnie Somerville","1974-02-24T00:00:00.000",null
893,"Bono","1960-05-10T00:00:00.000",null
894,"Bonz Malone",null,null
895,"Boris Kodjoe","1973-03-08T00:00:00.000",null
896,"Boris Rodriguez",null,null
897,"Boyd Banks","1964-04-16T00:00:00.000",null
898,"Boyd Holbrook","1981-09-01T00:00:00.000",null
899,"Boys II Men","1972-09-26T00:00:00.000",null
900,"Brad Anderson",null,null
901,"Brad Bird","1957-09-24T00:00:00.000",null
902,"Brad Copeland",null,null
903,"Brad Furman",null,null
904,"Brad Garrett","1960-04-14T00:00:00.000",null
905,"Brad J. Silverman",null,null
906,"Brad James",null,null
907,"Brad Lee Wind","1968-04-10T00:00:00.000",null
908,"Brad Leland","1954-09-15T00:00:00.000",null
909,"Brad Peyton",null,null
910,"Brad Pitt","1963-12-18T00:00:00.000",null
911,"Brad Renfro","1982-07-25T00:00:00.000","2008-01-15T00:00:00.000"
912,"Brad Schmidt","1979-05-31T00:00:00.000",null
913,"Brad Silberling","1963-09-08T00:00:00.000",null
914,"Brad William Henke","1966-04-10T00:00:00.000",null
915,"Bradley Cooper","1975-01-05T00:00:00.000",null
916,"Bradley Parker",null,null
917,"Bradley Pierce","1982-10-23T00:00:00.000",null
918,"Bradley Rust Gray",null,null
919,"Bradley Whitford","1959-10-10T00:00:00.000",null
920,"Brady Corbet","1988-08-17T00:00:00.000",null
921,"Braeden Lemasters","1996-01-27T00:00:00.000",null
922,"Brahim Achabbakhe","1984-05-17T00:00:00.000",null
923,"Brahmanandam","1956-02-01T00:00:00.000",null
924,"Brandon Camp",null,null
925,"Brandon Cronenberg",null,null
926,"Brandon Landers",null,null
927,"Brandon Middleton",null,null
928,"Brandon Molale","1971-11-24T00:00:00.000",null
929,"Brandon Smith","1989-05-29T00:00:00.000",null
930,"Brandon T. Jackson","1984-03-07T00:00:00.000",null
931,"Brandon Trost","1981-08-29T00:00:00.000",null
932,"Brandy Norwood","1979-02-11T00:00:00.000",null
933,"Branko Djuric","1962-05-28T00:00:00.000",null
934,"Breck Eisner","1970-12-24T00:00:00.000",null
935,"Bree Turner","1977-03-10T00:00:00.000",null
936,"Bree Williamson","1979-12-28T00:00:00.000",null
937,"Brenda Bakke","1963-05-15T00:00:00.000",null
938,"Brenda Blethyn","1946-02-20T00:00:00.000",null
939,"Brenda Chapman","1962-11-01T00:00:00.000",null
940,"Brenda Fricker","1945-02-17T00:00:00.000",null
941,"Brenda Song","1988-03-27T00:00:00.000",null
942,"Brenda Strong","1960-03-25T00:00:00.000",null
943,"Brenda Vaccaro","1939-11-18T00:00:00.000",null
944,"Brendan Coyle","1963-12-02T00:00:00.000",null
945,"Brendan Doogie Milewski",null,null
946,"Brendan Fehr","1977-10-29T00:00:00.000",null
947,"Brendan Fraser","1968-12-03T00:00:00.000",null
948,"Brendan Mackey",null,null
949,"Brendan Malloy",null,null
950,"Brendan Sexton III","1980-02-21T00:00:00.000",null
951,"Brendon Eggertsen",null,null
952,"Brent Anderson",null,null
953,"Brent David Fraser","1967-02-21T00:00:00.000",null
954,"Brent Neale","1963-04-17T00:00:00.000",null
955,"Brent Sexton","1967-08-12T00:00:00.000",null
956,"Brenton Spencer",null,null
957,"Brett Cullen","1956-08-26T00:00:00.000",null
958,"Brett Leonard","1959-05-14T00:00:00.000",null
959,"Brett Piper",null,null
960,"Brett Ratner","1969-03-28T00:00:00.000",null
961,"Brett Wagner",null,null
962,"Brian A Miller",null,null
963,"Brian Anthony Wilson","1960-02-22T00:00:00.000",null
964,"Brian Austin Green","1973-07-15T00:00:00.000",null
965,"Brian Baugh",null,null
966,"Brian Blessed","1936-10-09T00:00:00.000",null
967,"Brian Bosworth","1965-03-09T00:00:00.000",null
